split,idx,symptoms,herbs,top_eight,top_zangfu,active_eight,active_zangfu
train,276,畏寒,白术、白芍、丹参、茯苓、香附,寒,脾,4,4
train,277,四肢疼痛,雄黄、蟾酥,实,心,3,4
train,278,小便不通,牡蛎、炮姜,寒,肾,3,2
train,279,崩漏、小便频数、手足厥冷、自汗,干姜、硫黄、附子,寒,肾,4,3
train,280,腹泻,川乌、乌头,寒,脾,3,3
train,281,鼻塞、头痛,荆芥、菊花、川芎、防风、甘草、黄连、藁本、桔梗、栀子、连翘、白芷、黄芩、薄荷、蔓荆子、羌活,热,肺,4,4
train,282,瘫痪,红花、桃、苏合香、三七、水蛭、甘草、红参、细辛、豆蔻、大黄、牛膝、天麻、全蝎、威灵仙、黄芪、穿山甲、乌梢蛇、丹参、何首乌、胆南星、地龙、麝香、冰片、桃仁、土鳖虫、朱砂、草豆蔻、牛黄,里,肝,5,4
train,283,口噤,防风、细辛、卷柏、乌头、秦艽、附子、防己、独活,里,肝,3,4
train,284,盗汗,防风、黄连、黄柏、当归、黄芩、生地黄、麻黄、麻黄根,热,心,4,5
train,285,上吐下泻,白术、肉桂、甘草、陈皮、木瓜、桔梗、滑石、藿香、白芷、石斛、白扁豆、猪苓、茯苓、苍术、厚朴、砂仁、半夏、香薷、广藿香、泽泻,里,脾,3,4
train,286,皮肤瘙痒,菊花、百部、樟脑、野菊花、凤眼草、苦参,表,肺,3,5
train,287,头痛,川芎、细辛、山茱萸、山药、肉苁蓉、茯苓,虚,肝,4,4
train,288,呕吐,甘草、人参、茯苓、麦门冬,虚,胃,3,3
train,289,头摇、项强、口噤、手足厥冷,川芎、白术、附子、独活,阳,肝,4,4
train,290,呕吐、小儿呕吐、腹痛,白术、甘草、干姜、丁香、人参、附子,里,脾,4,3
train,291,神昏、壮热、呕吐,雄黄、甘草、牛胆、天南星、天麻、朱砂、牛黄,里,心,5,4
train,292,咳嗽,桑、杏仁、鳖甲、紫菀、蛤蚧、皂荚、杏,阴,肺,4,3
train,293,大便秘结,桃、火麻仁、当归、莱菔子、桃仁,虚,脾,4,4
train,294,急惊、壮热,防风、甘草、陈皮、黄连、青皮、大黄、天麻、桔梗、槟榔、白芍、黄芩、天竺黄、薄荷、牛黄,里,肝,6,6
train,295,短气,甘草、当归、芍药、大枣、远志、人参、麦门冬,虚,心,3,4
train,296,小便不通,白术、陈皮、黄连、青皮、茵陈、枳实、黄芩、猪苓、茯苓、防己、苍术、泽泻,里,脾,3,5
train,297,麻疹,黄连、黄柏、当归、黄芩、生地黄、麦冬,热,心,4,5
train,298,咳嗽,甘草、杏仁、桔梗、山楂、瓜蒌、黄芩、杏、枳壳、香附,里,肺,4,4
train,299,腹痛,地榆、生姜、黄连、黄柏、赤芍、当归、阿胶、芍药、芜荑、人参、厚朴,里,脾,4,5
train,300,小便不利、口渴、头痛,菊花、白茅根、甘草、大枣、金银花、通草、茶叶,热,膀胱,5,4
train,301,呕吐、反胃,甘草、五灵脂,里,胃,3,2
train,302,呃逆,生姜、甘草、黄连、枳实、石菖蒲、黄芩、茯苓、半夏、橘红、竹茹,里,胃,4,4
train,303,少气、腹冷,白术、甘草、干姜、人参、茯苓,虚,脾,4,3
train,304,身痛、恶寒、口渴、头痛、自汗,赤芍、当归、藿香、广藿香、枳壳、青蒿,表,肝,4,5
train,305,脱发、麻疹、皮肤瘙痒,浮萍,表,肺,3,3
train,306,白带、腹痛,枸杞子、狗脊、艾叶、当归、牛膝、杜仲、远志、茜草、补骨脂、地骨皮、肉苁蓉、附子、虎骨、覆盆子、麦冬、五味子,虚,肾,4,4
train,307,腰痛,大蒜、水蛭、甘草、全蝎、川乌、草乌、升麻、乌头、羌活、柴胡,寒,肾,4,4
train,308,健忘、不孕,枸杞子、韭菜、韭菜子、当归、杜仲、人参、黄芪、鹿茸、阳起石、肉苁蓉、海狗肾、淫羊藿,虚,肾,4,3
train,309,吐血,侧柏叶,热,肝,3,4
train,310,嗳气、积滞,白术、神曲、陈皮、黄连、枳实、山楂、连翘、莱菔子、砂仁、木香,里,胃,4,5
train,311,健忘、面色青,菊花、白附子、羚羊角、秦艽、附子、龙骨、青葙子、羌活、青葙,阳,肝,4,4
train,312,臁疮、便血、吐血、无名肿毒、半身不遂,熊胆、黄连、儿茶、麝香、冰片、牛黄、胡黄连,热,心,4,5
train,313,气喘、小儿发热、咳嗽,紫苏子、甘草、杏仁、细辛、桔梗、山楂、苦杏仁、僵蚕、黄芩、莱菔子、天竺黄、川贝母、鱼腥草、杏、麻黄、茶叶、石膏,里,肺,6,6
train,314,舌干、口苦,肉桂、甘草、陈皮、干姜、豆蔻、肉豆蔻、川乌、茴香、苍术、厚朴、诃子,寒,脾,4,5
train,315,胎毒,防风、黄连、天麻、全蝎、僵蚕、天竺黄、胆南星、羚羊角、羌活、犀角、麻黄、牛黄,热,肝,3,5
train,316,气喘、恶风、咳嗽,知母、甘草、大黄、滑石、小麦、薄荷、羌活、麻黄、诃子,表,肺,4,4
train,317,鼻衄、烦躁,黄连、犀角,热,心,4,3
train,318,大便秘结、耳聋、头晕,雄黄、大黄、桔梗、丁香、黄芩、山药、薄荷、麝香、冰片、朱砂、牛黄,里,肝,4,5
train,319,痫,乳香、丁香、赤小豆、轻粉、巴豆,实,心,4,3
train,320,发黄,杏仁、茵陈、大黄、鳖甲、栀子、升麻、巴豆、杏、犀角、木香,里,肝,4,6
train,321,半身不遂,葱白、生姜、防风、川乌、草乌、苍术,寒,肝,4,4
train,322,壮热,甘草、大黄、龙齿、枳壳,热,胃,3,4
train,323,呃逆、腹满、腹冷,益智、陈皮、干姜、丁香、茴香、附子、沉香、羌活、木香、香附,里,脾,4,4
train,324,腹痛,红花、桃、川芎、当归、丹参、桃仁,里,肝,3,3
train,325,麻疹、恶风,生姜、甘草、芍药、大枣、葛根、麻黄、桂枝,表,肺,4,5
train,326,杨梅疮,甘草、黄柏、百草霜、轻粉、冰片,热,肝,4,4
train,327,腰痛,防风、肉桂、当归、羌活、柴胡、独活,寒,肾,4,3
train,328,烦躁,鸡子、陈皮、黄连、青皮、牛胆、青黛、大黄、瓜蒌、半夏、木香,热,肝,5,5
train,329,口渴、咳嗽,荆芥、雄黄、玄参、白附子、陈皮、黄连、天南星、大黄、天麻、桔梗、滑石、牛蒡子、川乌、僵蚕、莲子心、黄芩、天竺黄、西河柳、附子、牛蒡、莲子、薄荷、麝香、冰片、朱砂、葛根、柴胡、木香、牛黄,热,肺,4,4
train,330,嘈杂、口苦,甘草、黄连、干姜、白芍、丹参、党参、炙甘草、蒲公英、半夏,里,肝,4,4
train,331,盗汗、头汗,牡蛎、茯苓,虚,肾,3,3
train,332,壮热、恶心,知母、防风、甘草、陈皮、黄连、黄柏、藁本、当归、桔梗、栀子、连翘、人参、黄芩、猪苓、防己、苏木、羌活、生地黄、麦门冬、泽泻、枳壳、独活、五味子,热,心,3,6
train,333,头痛,白术、甘草、人参、茯苓、半夏、柴胡,虚,脾,4,4
train,334,壮热,荆芥、玄参、甘草、黄连、赤芍、大黄、桔梗、牛蒡、木通、薄荷、枳壳、石膏,热,胃,4,6
train,335,痫,白术、甘草、陈皮、黄连、当归、白芍、人参、升麻、黄芩、茯苓、砂仁、柴胡、木香,虚,脾,4,5
train,336,潮热,白术、麦芽、青皮、芡实、茯苓、橘红、使君子、麦冬,阴,脾,4,5
train,337,鼻衄,蒲黄、白茅根、甘草、阿胶、桔梗、生地黄、麦门冬,热,肺,4,5
train,338,耳聋、头晕,菊花、槐花、夏枯草、黄芩、地龙、薄荷、槲寄生、生地黄,热,肝,4,4
train,339,健忘、短气、痫、咳嗽,甘草、滑石,虚,心,3,3
train,340,四肢疼痛,白术、甘草、赤芍、当归、芍药、鳖甲、人参、茯苓、柴胡、木香,虚,肝,4,5
train,341,积滞,陈皮、青皮、干姜、大黄、槟榔、丁香、黄芩、巴豆、党参、巴豆霜、木香,实,大肠,5,5
train,342,壮热,蝉蜕、青黛、天麻、全蝎、僵蚕、犀角,热,肝,5,4
train,343,耳聋、口苦,白术、甘草、青皮、当归、白芍、炙甘草、半夏、柴胡,里,肝,3,3
train,344,吞酸,白术、甘草、杏仁、干姜、附子、杏,里,脾,4,3
train,345,身重,防风、木通,表,脾,2,3
train,346,心烦,当归、龙齿、白芍、续断、羚羊角、沉香、钩藤、薄荷、独活,热,肝,4,4
train,347,腹痛,白术、桔梗、藿香、人参、山药、茯苓、莲子、砂仁,虚,脾,3,4
train,348,咳嗽,生姜、枸杞子、白矾、天麻、人参、半夏,虚,肺,4,4
train,349,盗汗、短气、口苦、自汗,甘草、当归、芍药、远志、人参、龙骨、泽泻,里,心,4,4
train,350,腹痛,蟾酥、乳香、母丁香、樟脑、没药、丁香、硫黄、人参,里,脾,4,4
train,351,神昏、丹毒、急惊、麻疹、呕吐、无名肿毒、腹痛,雄黄、重楼、黄连、大戟、麝香、山慈菇、朱砂,热,心,3,5
train,352,盗汗,甘草、陈皮、苍术、厚朴,虚,脾,4,4
train,353,浮肿、小儿浮肿,商陆、泽泻,里,肾,3,3
train,354,头晕,菟丝子、麦门冬,虚,肾,3,3
train,355,咳嗽,桑、甘草、沙参、桔梗、连翘、桑叶、橘红,热,肺,4,3
train,356,无名肿毒,松香、穿山甲、轻粉、蓖麻,实,肝,3,4
train,357,咳嗽,生姜、白附子、白矾、天南星、附子、半夏,寒,肺,4,3
train,358,盗汗,附子,阳,肾,4,3
train,359,发黄,大黄、人参,里,肝,4,4
train,360,小便不利,白术、陈皮、槟榔、茯苓、甘遂、郁李、郁李仁,里,脾,4,5
train,361,痫,白术、陈皮、当归、熟地黄、白芍、黄芩、半夏,虚,脾,4,5
train,362,烦躁,姜黄、郁金、大黄,热,心,3,4
train,363,便血、腹痛,槐花,热,大肠,3,3
train,364,咽干,桃、知母、甘草、龙骨、柴胡、麦门冬、青蒿,阴,肺,4,5
train,365,痫,蛇蜕、滑石、巴豆、麝香、朱砂、牛黄,热,心,3,4
train,366,腹痛,白术、生姜、益智、甘草、干姜、桔梗、附子、沉香、厚朴、五味子,里,脾,4,5
train,367,小便不通,桃、甘草、川楝子、山楂、栀子、连翘、黄芩、木通、瞿麦、桃仁、枳壳,里,膀胱,3,6
train,368,脱肛,木贼,虚,肝,3,3
train,369,腹痛,延胡索、没药,实,肝,3,3
train,370,咽干、潮热,桃、川芎、甘草、陈皮、炙甘草、桃仁,里,肾,4,4
train,371,粉刺,雄黄、全蝎、瓜蒌、硫黄、白芷、蛇床子,热,肺,4,5
train,372,心悸,生姜、甘草、当归、芍药、大枣、茯苓、麦门冬,虚,心,5,3
train,373,少气、四肢疼痛,白术、甘草、当归、芍药、白芍、人参、酸枣仁、麦门冬,虚,脾,3,4
train,374,小便黄赤,赭石、雄黄、神曲、青皮、豆蔻、肉豆蔻、代赭石、槟榔、三棱、桂皮、砂仁、木香、枳壳,热,膀胱,4,4
train,375,麻疹,大青叶、板蓝根,热,肺,4,3
train,376,咳嗽,桑、白芥子、杏仁、青黛、萝卜、白芥、芥子、橘红、杏、麻黄、香附,实,肺,5,3
train,377,转筋,防风、甘草、细辛、干姜、当归、芍药、吴茱萸,寒,肝,4,4
train,378,寒战,生姜、芍药、槟榔、苍术、厚朴、大腹皮、木香、枳壳,寒,脾,4,4
train,379,谵语、烦躁,甘草、人参、黄芩、犀角、柴胡,里,心,4,3
train,380,头痛、腹痛,防风、芍药、黄芩,表,肝,4,3
train,381,短气,白术、杏仁、旋覆花、槟榔、人参、茯苓、半夏、杏、柴胡、枳壳,虚,脾,4,5
train,382,气喘、咳嗽、胸闷,桑、紫苏子、甘草、杏仁、桔梗、苦杏仁、石斛、谷芽、茯苓、川贝母、薄荷、桑白皮、半夏、橘红、杏,里,肺,4,3
train,383,小便不利、舌干、呕吐、烦躁、口渴、头痛,白术、麦芽、神曲、陈皮、桔梗、山楂、滑石、藿香、白芷、猪苓、茯苓、苍术、厚朴、砂仁、半夏、木香、泽泻,里,脾,4,5
train,384,面色青,白术、甘草、陈皮、天麻、藿香、人参、茯苓,虚,脾,4,3
train,385,转筋、恶心、腹痛,甘草、人参、沉香,虚,脾,3,3
train,386,咽干、恶寒、头痛、口苦,甘草、远志、黄芩、酸枣仁、茯苓、半夏、生地黄,热,胆,6,4
train,387,急惊,熊胆、麝香、牛黄,热,肝,4,3
train,388,恶心、嘈杂、呕吐,瓦楞子、杏仁、桔梗、瓜蒌、苦杏仁、连翘、杏、香附,里,胃,3,3
train,389,咳嗽,知母、杏仁、马兜铃、人参、天仙藤、半夏、杏、麻黄,里,肺,4,4
train,390,壮热,牡蛎、黄连、大黄、栀子、远志、黄芩、天竺黄,热,心,5,4
train,391,短气,自然铜、骨碎补、乳香、天南星、枫香脂、藿香、白芷、僵蚕、乌头、甘松、羌活,寒,肝,5,6
train,392,舌痛,栀子、黄芩,热,心,2,4
train,393,呕吐,白术、高良姜、生姜、甘草、豆蔻、藿香、丁香、人参、白豆蔻、茯苓、附子、厚朴、半夏、木香,里,脾,4,4
train,394,瘰疬,雄黄、白矾、黄柏、白芷、巴豆、白及、藤黄、白蔹、麝香,热,肝,3,5
train,395,痫,白附子、天南星、青黛、天麻、全蝎、僵蚕、附子、麝香、犀角,实,肝,3,3
train,396,角弓反张、咳嗽、慢惊,生姜、防风、白附子、郁金、白矾、甘草、青黛、天麻、全蝎、僵蚕、附子、薄荷、麝香、朱砂、半夏,里,肝,5,4
train,397,腹痛,葱白、川芎、防风、橘核、甘草、当归、阿胶、杜仲、白芍、补骨脂、茴香、山药、独活、香附,里,肝,4,6
train,398,短气,地榆、当归、人参,虚,脾,3,4
train,399,发狂,桃、甘草、大黄、桃仁,里,心,4,3
train,400,不孕,艾叶、当归、藿香、丁香、白芍、木香、香附,寒,肝,4,5
train,401,健忘,白术、知母、甘草、陈皮、黄柏、芍药、石菖蒲、远志、白芍、人参、酸枣仁、茯苓、生地黄、麦门冬,里,心,4,4
train,402,丹毒、急惊,寒水石、益智、甘草、山豆根、黄药子、大黄、滑石、栀子、僵蚕、龙胆、绿豆、茯苓、薄荷、紫河车、砂仁、大豆,热,肝,5,6
train,403,肠鸣、腹痛,高良姜、甘草、豆蔻、丁香、胡椒、茴香、白豆蔻、附子、木香,寒,脾,4,4
train,404,瘰疬,蛇蜕、黄连、乳香、黄柏、当归、大黄、没药、黄芩、穿山甲、阿魏、木鳖子,热,肝,4,5
train,405,小便不利,山药,虚,肾,3,3
train,406,慢惊,雄黄、白附子、黄连、青黛、芜荑、轻粉、巴豆、芦荟、附子、麝香、朱砂、使君子、胡黄连、诃子,里,肝,8,6
train,407,肠鸣、大便溏,益智、甘草、陈皮、丁香、茴香、附子、沉香、炙甘草、羌活、木香、香附,里,脾,4,4
train,408,丹毒,浮萍、地龙,热,肺,3,4
train,409,恶心、手足厥冷,高良姜、干姜、当归、人参、茯苓、附子、吴茱萸,里,脾,4,4
train,410,腰痛、口噤,甘草、细辛、干姜、当归、人参、黄芩、麻黄,里,肾,4,6
train,411,咳嗽,天南星、款冬花,寒,肺,3,2
train,412,潮热,甘草、青黛、芍药、龙眼、白芍、龙眼肉、山药、炙甘草、麦冬,虚,心,4,3
train,413,崩中,蒲黄、艾叶、当归、小蓟、白芷、柏子仁、人参、续断、鹿茸、茯苓、禹余粮,虚,脾,6,6
train,414,恶心,白术、旋覆花、细辛、干姜、枳实、当归、远志、人参、茯苓、附子、厚朴、吴茱萸、泽泻、五味子,里,脾,4,6
train,415,小便不利,川芎、甘草、当归、芍药、黄芩、木通、生地黄,里,膀胱,4,5
train,416,鼻塞,川芎、甘草、细辛、白芷、川乌、薄荷,表,肺,4,5
train,417,少气,桑、杏仁、百部、芦根、沙参、北沙参、款冬花、紫菀、桑叶、杏、西洋参、麦冬,阴,肺,4,3
train,418,里急后重,黄连、枳实、茯苓、厚朴,里,大肠,3,4
train,419,牙痛,竹叶、生姜,热,心,4,4
train,420,头昏,白芷,表,肺,3,4
train,421,耳聋,桃、杏仁、蓖麻、巴豆、附子、通草、桃仁、杏、磁石,寒,肾,4,4
train,422,瘫痪、肠鸣,川芎、甘草、桔梗、白芷、僵蚕、乌药、麻黄、枳壳,实,肺,5,5
train,423,咳嗽,前胡、甘草、桔梗、款冬花、人参、茯苓、麦门冬,虚,肺,4,4
train,424,小儿发热,乌药、朱砂,热,心,3,3
train,425,自汗,白术、肉桂、甘草、陈皮、人参、五味子,虚,脾,3,4
train,426,牙痛,胡椒、绿豆,热,胃,3,3
train,427,须发早白,菊花、桑、女贞、槐角、山茱萸、牛膝、人参、何首乌、茯苓、桑叶、苍术、麦门冬,虚,肾,3,4
train,428,腹痛,甘草、干姜、当归、芍药,里,脾,3,3
train,429,麻疹、无汗,防风、甘草、桔梗、连翘、僵蚕、地骨皮、羌活、葛根,表,肺,4,6
train,430,遗尿,蒲黄、白矾、甘草、鹿角、龙骨、鹿角胶,虚,肾,4,2
train,431,壮热,川芎、白术、甘草、干姜、茵陈、人参、麻黄、石膏,热,脾,5,5
train,432,瘰疬,乳香、珍珠、赤石脂、血竭、没药、人参、轻粉、龙骨、冰片,虚,肝,4,5
train,433,气喘、瘰疬、咳嗽、慢惊,天花粉、半夏,里,肺,4,4
train,434,牙痛,巴豆、皂荚,里,胃,4,3
train,435,心烦,甘草、当归、穿山甲,虚,心,3,3
train,436,吞酸,生姜、乳香、豆蔻、肉豆蔻、槟榔、麝香、厚朴、半夏、木香,寒,胃,4,3
train,437,四肢拘急,桑、秦艽、葛根、柴胡、麦门冬、枳壳,虚,肝,6,3
train,438,呕吐、咳嗽,甘草、陈皮、旋覆花、青皮、细辛、桔梗、人参、茯苓、炙甘草、半夏、枳壳,里,肺,4,4
train,439,咳嗽,前胡、知母、甘草、杏仁、黄连、紫菀、人参、半夏、杏,热,肺,4,5
train,440,里急后重、腹痛、咽喉痛,甘草、干姜,里,脾,4,4
train,441,头痛、自汗,茵陈、香薷,表,肝,3,4
train,442,呵欠,桑、川芎、白术、桑寄生、甘草、茯苓,虚,脾,3,4
train,443,腹痛,当归、桔梗、黄芩、木香,里,脾,4,5
train,444,壮热,大黄、栀子、升麻、黄芩、通草、犀角,热,心,4,6
train,445,痫、咳嗽、胸闷,大黄、黄芩,里,肺,3,3
train,446,赤白带、白带,白矾、蛇床子,热,脾,3,4
train,447,心烦,龙齿、远志、人参、麝香、犀角、牛黄,热,心,4,4
train,448,小便不利,白术、豆蔻、槟榔、猪苓、白豆蔻、茯苓、沉香、砂仁、木香、泽泻,里,脾,3,5
train,449,瘰疬,川芎、昆布、防风、甘草、夏枯草、连翘、牛蒡子、僵蚕、升麻、黄芩、牛蒡、羌活、海藻,里,肝,4,5
train,450,小便不利、寒热往来,白术、甘草、陈皮、当归、栀子、白芍、天花粉、柴胡、枳壳,里,肝,4,4
train,451,丹毒,滑石粉、肉桂、蟾酥、白芥子、饴糖、当归、血竭、滑石、白芥、穿山甲、皂荚、芥子、薄荷、麝香、山慈菇、橄榄,热,心,4,4
